N0582,N0816,N1594,N1882,N2550,N3375
0.175,0.125,0.16,0.071,0.225,0.098
0.169,0.125,0.17,0.074,0.256,0.086
0.104,0.122,0.159,0.069,0.23,0.082
0.103,0.123,0.17,0.065,0.132,0.087
0.152,0.12,0.169,0.131,0.126,0.096
0.135,0.117,0.164,0.135,0.125,0.089
0.129,0.117,0.156,0.063,0.209,0.09
0.151,0.117,0.173,0.064,0.123,0.117
0.262,0.182,0.167,0.063,0.122,0.122
0.218,0.273,0.158,0.07,0.121,0.233
0.211,0.126,0.477,0.106,0.122,0.219
0.482,0.075,0.378,0.149,0.157,0.249
0.192,0.115,0.314,0.189,0.127,0.258
0.263,0.117,0.39,0.315,0.125,0.23
0.66,0.116,0.566,0.302,0.124,0.236
0.725,0.116,0.506,0.248,0.12,0.319
0.222,0.114,0.61,0.742,0.12,0.288
0.246,0.134,0.362,0.687,0.12,0.202
0.201,0.121,0.409,0.509,0.119,0.301
0.149,0.124,0.316,0.06,0.119,0.216
0.193,0.12,0.427,0.06,0.12,0.29
0.251,0.08,0.284,0.056,0.119,0.643
0.166,0.08,0.416,0.08,0.12,0.347
0.139,0.109,0.365,0.135,0.326,0.283
0.119,0.117,0.381,0.081,0.351,0.308
0.105,0.117,0.333,0.055,0.177,0.329
0.087,0.117,0.432,0.121,0.198,0.203
0.122,0.116,0.344,0.092,0.135,0.213
0.103,0.302,0.757,0.071,0.134,0.249
0.093,0.202,0.832,0.197,0.133,0.171
0.108,0.239,0.561,0.258,0.135,0.075
0.111,0.332,0.432,0.129,0.16,0.071
0.124,0.283,0.907,0.103,0.243,0.27
0.116,0.294,0.653,0.733,0.151,0.277
0.149,0.727,0.358,0.821,0.133,0.519
0.307,0.901,0.337,0.687,0.133,0.589
0.259,0.459,0.342,0.654,0.132,0.425
0.265,0.349,0.311,0.71,0.131,0.456
0.202,0.336,0.345,0.631,0.131,0.339
0.279,0.383,0.332,0.614,0.131,0.297
0.212,0.272,0.359,0.69,0.132,0.397
0.191,0.429,0.197,0.254,0.131,0.316
0.216,0.283,0.15,0.135,0.133,0.145
0.213,0.291,0.164,0.065,0.393,0.071
0.153,0.244,0.135,0.066,0.433,0.076
0.153,0.149,0.182,0.065,0.487,0.101
0.114,0.128,0.136,0.067,0.346,0.116
0.087,0.12,0.177,0.069,0.273,0.125
0.12,0.116,0.122,0.146,0.258,0.11
0.098,0.119,0.178,0.112,0.257,0.069
0.085,0.116,0.131,0.06,0.207,0.066
0.089,0.116,0.155,0.06,0.127,0.066
0.145,0.116,0.157,0.059,0.128,0.07
0.116,0.115,0.157,0.059,0.127,0.072
0.113,0.115,0.142,0.077,0.126,0.071
0.128,0.115,0.156,0.14,0.125,0.093
0.318,0.114,0.157,0.098,0.123,0.117
0.096,0.281,0.179,0.058,0.122,0.269
0.182,0.135,0.344,0.058,0.122,0.183
0.402,0.078,0.61,0.058,0.148,0.284
0.411,0.084,0.265,0.238,0.121,0.318
0.819,0.115,0.357,0.107,0.121,0.293
0.223,0.11,0.562,0.14,0.123,0.234
0.16,0.109,0.405,0.101,0.124,0.248
0.104,0.108,0.787,0.054,0.123,0.447
0.124,0.109,1.087,0.053,0.123,0.282
0.144,0.107,0.328,0.054,0.123,0.272
0.091,0.108,0.306,0.053,0.122,0.427
0.084,0.108,0.377,0.084,0.122,0.442
0.118,0.109,0.227,0.137,0.12,0.873
0.1,0.108,0.229,0.084,0.13,0.343
0.084,0.108,0.221,0.057,0.219,0.239
0.1,0.109,0.338,0.346,0.286,0.291
0.117,0.109,0.205,0.729,0.217,0.366
0.084,0.1,0.321,0.607,0.217,0.209
0.086,0.069,0.254,0.745,0.217,0.247
0.129,0.085,0.359,0.671,0.216,0.203
0.084,0.162,0.293,0.26,0.412,0.357
0.194,0.41,0.799,0.22,0.258,0.211
0.138,0.897,0.37,0.412,0.157,0.276
0.239,0.568,0.384,0.461,0.393,0.312
0.188,0.494,0.393,0.142,0.544,0.406
0.296,0.959,0.431,0.191,0.512,0.439
0.446,0.596,0.432,0.135,0.509,0.469
0.3,1.463,0.406,0.229,0.514,0.364
0.212,0.319,0.338,0.729,0.447,0.363
0.238,0.275,0.319,0.67,0.395,0.499
0.234,0.261,0.346,0.729,0.458,0.329
0.194,0.233,0.31,0.667,0.579,0.156
0.3,0.224,0.324,0.109,0.56,0.134
0.24,0.224,0.137,0.065,0.422,0.133
0.212,0.263,0.175,0.065,0.298,0.123
0.152,0.26,0.131,0.065,0.258,0.085
0.166,0.201,0.182,0.064,0.258,0.071
0.097,0.116,0.143,0.108,0.326,0.087
0.096,0.116,0.169,0.145,0.252,0.109
0.139,0.115,0.143,0.073,0.241,0.154
0.089,0.115,0.163,0.063,0.248,0.107
0.101,0.112,0.135,0.061,0.194,0.086
0.12,0.113,0.16,0.06,0.127,0.084
0.119,0.109,0.161,0.06,0.132,0.085
0.127,0.11,0.129,0.133,0.126,0.071
0.12,0.109,0.178,0.128,0.132,0.076
0.138,0.109,0.127,0.059,0.146,0.105
0.12,0.109,0.171,0.131,0.124,0.115
0.085,0.308,0.16,0.096,0.124,0.122
0.288,0.107,0.306,0.06,0.128,0.144
0.135,0.067,0.337,0.206,0.159,0.22
0.343,0.101,0.283,0.343,0.133,0.196
0.153,0.111,0.215,0.257,0.124,0.365
0.123,0.109,0.274,0.06,0.125,0.607
0.088,0.108,0.396,0.057,0.124,0.355
0.09,0.109,0.306,0.057,0.133,0.35
0.124,0.109,0.439,0.057,0.23,0.236
0.112,0.107,0.183,0.057,0.195,0.203
0.489,0.108,0.304,0.058,0.135,0.482
0.294,0.077,0.294,0.121,0.134,0.226
0.238,0.079,0.322,0.14,0.132,0.328
0.208,0.119,0.422,0.072,0.134,0.241
0.2,0.115,0.328,0.059,0.152,0.206
0.201,0.115,0.44,0.338,0.133,0.206
0.172,0.11,0.328,0.594,0.134,0.369
0.119,0.109,0.607,0.606,0.131,0.276
0.119,0.11,0.579,0.679,0.132,0.301
0.085,0.129,0.617,0.771,0.132,0.225
0.094,0.19,0.376,0.642,0.132,0.095
0.126,0.368,0.876,0.599,0.131,0.077
0.084,0.266,1.035,0.734,0.13,0.082
0.107,0.271,0.356,0.653,0.13,0.268
0.155,0.365,0.314,0.604,0.363,0.713
0.114,0.292,0.724,0.68,0.591,0.528
0.111,0.71,0.666,0.702,0.359,0.393
0.322,0.265,0.741,0.87,0.41,0.452
0.246,0.274,0.367,1.136,0.517,0.387
0.24,0.265,0.496,0.699,0.423,0.4
0.279,0.354,0.34,0.684,0.394,0.422
0.212,0.237,0.319,0.71,0.166,0.314
0.182,0.206,0.291,0.46,0.128,0.144
0.194,0.228,0.16,0.09,0.127,0.126
0.187,0.258,0.142,0.143,0.122,0.093
0.086,0.241,0.161,0.119,0.122,0.089
0.084,0.246,0.156,0.059,0.152,0.091
0.123,0.168,0.167,0.06,0.377,0.09
0.095,0.114,0.128,0.061,0.456,0.081
0.083,0.113,0.178,0.06,0.223,0.08
0.102,0.112,0.136,0.059,0.273,0.082
0.115,0.113,0.16,0.146,0.292,0.092
0.085,0.112,0.143,0.135,0.227,0.116
0.105,0.111,0.147,0.06,0.181,0.128
0.139,0.111,0.155,0.061,0.124,0.135
0.121,0.11,0.137,0.058,0.13,0.116
0.119,0.111,0.16,0.058,0.124,0.075
0.238,0.077,0.206,0.057,0.124,0.072
0.177,0.267,0.173,0.097,0.122,0.197
0.109,0.168,0.338,0.135,0.122,0.184
0.172,0.12,0.503,0.221,0.156,0.305
0.284,0.116,0.554,0.295,0.121,0.25
0.172,0.11,0.265,0.16,0.123,0.265
0.123,0.109,0.372,0.061,0.122,0.195
0.088,0.107,0.306,0.06,0.123,1.014
0.1,0.069,0.43,0.062,0.123,0.247
0.148,0.069,0.446,0.142,0.123,0.605
0.108,0.098,0.259,0.128,0.124,0.348
0.086,0.111,0.228,0.064,0.122,0.219
0.112,0.111,0.311,0.064,0.123,0.253
0.098,0.109,0.252,0.065,0.124,0.642
0.092,0.11,0.237,0.061,0.124,0.356
0.102,0.109,0.278,0.186,0.175,0.211
0.094,0.109,0.251,0.147,0.207,0.293
0.087,0.106,0.156,0.13,0.167,0.193
0.105,0.07,0.149,0.06,0.293,0.256
0.105,0.225,0.159,0.06,0.142,0.325
0.083,0.139,0.359,0.06,0.138,0.217
0.087,0.259,0.323,0.06,0.133,0.159
0.122,0.287,0.986,0.064,0.133,0.135
0.089,0.283,0.547,0.155,0.133,0.146
0.103,0.26,0.383,0.663,0.13,0.472
0.279,0.372,0.406,0.666,0.187,1.132
0.233,0.251,0.363,0.622,0.516,1.192
0.225,0.331,0.444,0.794,0.606,0.36
0.269,0.256,0.465,0.622,0.496,0.428
0.214,0.401,0.436,0.635,0.519,0.426
0.301,0.274,0.388,0.835,0.605,0.586
0.212,0.238,0.391,0.769,0.596,0.436
0.18,0.232,0.384,0.722,0.457,0.164
0.178,0.357,0.214,0.331,0.406,0.12
0.216,0.274,0.181,0.056,0.454,0.11
0.256,0.263,0.16,0.057,0.4,0.096
0.181,0.259,0.182,0.112,0.4,0.092
0.123,0.182,0.158,0.144,0.378,0.081
0.159,0.132,0.18,0.061,0.323,0.061
0.113,0.123,0.162,0.06,0.322,0.076
0.089,0.119,0.16,0.059,0.321,0.086
0.111,0.122,0.168,0.06,0.306,0.07
0.134,0.119,0.165,0.068,0.207,0.057
0.113,0.116,0.167,0.143,0.128,0.085
0.117,0.115,0.146,0.104,0.127,0.084
0.145,0.115,0.181,0.058,0.127,0.057
0.123,0.115,0.147,0.061,0.126,0.118
0.113,0.114,0.178,0.056,0.125,0.166
0.249,0.113,0.18,0.059,0.124,0.152
0.181,0.323,0.171,0.085,0.121,0.3
0.112,0.135,0.496,0.141,0.123,0.268
0.294,0.075,0.918,0.272,0.155,0.193
0.195,0.085,0.472,0.315,0.121,0.244
0.109,0.118,0.503,0.146,0.121,0.3
0.103,0.11,0.438,0.063,0.122,0.236
0.108,0.108,0.452,0.059,0.123,0.267
0.111,0.107,0.362,0.11,0.122,0.244
0.117,0.108,0.423,0.136,0.128,0.233
0.133,0.107,0.44,0.062,0.123,0.306
0.099,0.108,0.297,0.057,0.244,0.246
0.092,0.107,0.323,0.056,0.281,0.243
0.118,0.108,0.305,0.057,0.22,0.366
0.088,0.108,0.411,0.057,0.306,0.245
0.1,0.1,0.288,0.115,0.35,0.241
0.11,0.068,0.439,0.137,0.324,0.279
0.092,0.068,0.609,0.057,0.35,0.29
0.091,0.101,0.656,0.056,0.148,0.209
0.108,0.127,0.499,0.058,0.136,0.234
0.099,0.186,1.094,0.058,0.134,0.239
0.082,0.254,0.935,0.057,0.134,0.324
0.103,0.416,0.649,0.125,0.128,0.254
0.115,0.284,0.711,0.802,0.191,0.24
0.102,0.23,0.515,1.065,0.46,0.296
0.112,0.235,0.354,1.034,0.571,0.184
0.154,0.318,0.329,1.001,0.453,0.158
0.117,0.399,0.365,0.62,0.429,0.174
0.138,0.332,0.926,0.63,0.281,0.385
0.927,0.261,0.744,0.691,0.278,0.268
0.224,0.244,0.578,0.723,0.26,0.299
0.219,0.213,0.393,0.689,0.3,0.35
0.374,0.227,0.339,0.828,0.225,0.134
0.164,0.257,0.338,0.424,0.13,0.104
0.236,0.249,0.314,0.06,0.133,0.157
0.219,0.245,0.34,0.058,0.132,0.24
0.198,0.303,0.232,0.114,0.19,0.116
0.266,0.249,0.167,0.161,0.404,0.072
0.158,0.257,0.138,0.134,0.249,0.063
0.18,0.271,0.165,0.071,0.287,0.07
0.163,0.274,0.152,0.058,0.24,0.068
0.157,0.205,0.162,0.06,0.233,0.055
0.181,0.119,0.154,0.06,0.239,0.05
0.112,0.122,0.158,0.105,0.214,0.072
0.096,0.118,0.141,0.14,0.188,0.066
0.134,0.113,0.15,0.079,0.184,0.061
0.123,0.071,0.146,0.058,0.277,0.054
0.11,0.069,0.189,0.057,0.383,0.099
0.129,0.098,0.167,0.056,0.335,0.098
0.122,0.112,0.218,0.057,0.336,0.098
0.083,0.109,0.319,0.055,0.345,0.133
0.091,0.109,0.811,0.141,0.321,0.123
0.132,0.108,0.512,0.118,0.24,0.143
0.281,0.108,0.536,0.207,0.29,0.168
0.17,0.108,0.458,0.249,0.14,0.271
0.182,0.228,0.24,0.558,0.149,0.306
0.118,0.179,0.24,0.637,0.17,0.598
0.112,0.067,0.244,0.231,0.157,0.393
0.237,0.219,0.547,0.088,0.138,0.284
0.165,0.162,0.366,1.007,0.156,0.318
0.254,0.122,0.329,0.806,0.137,0.271
0.229,0.239,0.336,0.738,0.139,0.396
0.248,0.09,0.334,0.722,0.132,0.649
0.186,0.089,0.316,0.47,0.163,0.297
0.304,0.12,0.333,0.137,0.219,0.452
0.231,0.11,0.299,0.168,0.327,0.364
0.294,0.109,0.427,0.199,0.261,0.347
0.6,0.108,0.316,0.719,0.21,0.275
0.37,0.11,0.514,0.725,0.915,0.159
0.267,0.328,0.95,0.609,0.803,0.133
0.231,0.161,1.007,0.691,0.762,0.247
0.455,0.196,0.593,0.696,0.303,0.228
0.367,0.289,0.534,0.33,0.136,0.24
0.25,0.257,0.395,0.058,0.213,0.277
0.366,0.383,0.349,0.063,0.408,0.477
0.301,0.254,0.356,0.087,0.16,0.393
0.301,0.252,0.342,0.143,0.147,0.6
0.257,0.384,0.455,0.083,0.146,0.365
0.192,0.276,0.337,0.056,0.147,0.425
0.203,0.263,0.383,0.059,0.148,0.286
0.172,0.319,0.333,0.058,0.153,0.197
0.171,0.288,0.276,0.071,0.154,0.158
0.19,0.289,0.145,0.143,0.153,0.145
0.164,0.292,0.165,0.154,0.151,0.111
0.203,0.291,0.135,0.117,0.151,0.099
0.178,0.236,0.196,0.06,0.152,0.077
0.157,0.233,0.12,0.065,0.152,0.056
0.157,0.181,0.183,0.06,0.152,0.068
0.143,0.115,0.135,0.125,0.152,0.083
0.108,0.113,0.142,0.138,0.153,0.056
0.173,0.081,0.154,0.059,0.153,0.058
0.09,0.069,0.149,0.063,0.153,0.079
0.104,0.082,0.151,0.059,0.152,0.059
0.119,0.112,0.16,0.06,0.152,0.055
0.12,0.111,0.154,0.057,0.153,0.086
0.137,0.11,0.14,0.138,0.151,0.092
0.113,0.111,0.15,0.119,0.151,0.086
0.094,0.111,0.141,0.056,0.15,0.108
0.103,0.078,0.305,0.058,0.152,0.081
0.235,0.074,0.211,0.056,0.176,0.288
0.136,0.12,0.637,0.056,0.152,0.299
0.11,0.116,0.694,0.055,0.154,0.157
0.127,0.114,0.878,0.118,0.154,0.1
0.114,0.112,0.907,0.305,0.156,0.239
0.517,0.108,0.92,0.494,0.132,0.135
0.282,0.107,0.767,0.157,0.171,0.2
0.163,0.265,0.817,0.185,0.22,0.215
0.148,0.132,0.797,0.144,0.13,0.229
0.234,0.614,0.777,0.096,0.129,0.149
0.315,0.502,0.661,0.087,0.13,0.084
0.248,0.162,0.299,0.556,0.132,0.081
0.197,0.309,0.291,0.768,0.162,0.107
0.214,0.189,0.306,0.574,0.148,0.454
0.214,0.224,0.307,0.619,0.188,0.391
0.332,0.361,0.556,0.69,0.222,0.306
0.209,1.091,0.825,0.687,0.317,0.538
0.428,0.968,1.47,0.846,0.168,0.386
0.3,1.094,1.313,1.027,0.137,0.29
0.344,0.346,2.09,0.889,0.144,0.259
0.48,1.142,0.376,0.688,0.15,0.41
0.316,1.189,0.312,0.474,0.135,0.383
0.312,0.303,0.346,0.058,0.153,0.467
0.291,0.276,0.319,0.058,0.311,0.369
0.331,0.319,0.354,0.056,0.48,1.007
0.256,1.055,0.357,0.058,0.476,0.716
0.218,1.028,0.339,0.116,0.461,0.444
0.303,1.102,0.397,0.143,0.716,0.356
0.312,0.785,0.35,0.094,0.711,0.129
0.377,0.271,0.493,0.062,0.34,0.151
0.326,0.265,0.301,0.062,0.271,0.089
0.222,0.27,0.256,0.064,0.27,0.095
0.233,0.194,0.152,0.129,0.264,0.098
0.208,0.113,0.15,0.193,0.26,0.061
0.182,0.109,0.147,0.142,0.175,0.062
0.159,0.109,0.163,0.089,0.123,0.084
0.095,0.109,0.147,0.058,0.124,0.059
0.098,0.113,0.147,0.134,0.122,0.061
0.104,0.109,0.141,0.08,0.124,0.079
0.098,0.109,0.167,0.061,0.123,0.05
0.1,0.11,0.132,0.11,0.134,0.064
0.111,0.1,0.153,0.141,0.125,0.08
0.137,0.07,0.154,0.107,0.124,0.099
0.12,0.163,0.121,0.057,0.123,0.152
0.123,0.353,0.205,0.059,0.124,0.133
0.212,0.26,0.129,0.057,0.121,0.13
0.21,0.178,0.166,0.058,0.124,0.209
0.385,0.127,0.25,0.074,0.125,0.198
0.229,0.11,0.355,0.275,0.155,0.327
0.279,0.073,0.223,0.538,0.126,0.452
0.149,0.072,0.353,0.632,0.123,0.437
0.108,0.106,0.607,0.071,0.123,0.28
0.496,0.109,0.541,0.071,0.12,0.213
0.163,0.108,0.297,0.07,0.122,0.181
0.184,0.108,0.371,0.093,0.122,0.197
0.325,0.107,0.302,0.152,0.129,0.732
0.173,0.087,0.44,0.123,0.289,0.246
0.225,0.066,0.453,0.066,0.199,0.232
0.178,0.071,0.288,0.062,0.186,0.202
0.249,0.112,0.339,0.064,0.192,0.231
0.16,0.342,0.306,0.066,0.12,0.241
0.157,0.248,0.389,0.25,0.122,0.464
0.166,0.199,0.457,0.151,0.128,0.216
0.11,0.304,0.645,0.18,0.122,0.184
0.082,0.213,0.546,0.111,0.122,0.229
0.113,0.281,0.414,0.226,0.12,0.311
0.104,0.294,0.341,0.338,0.12,0.16
0.083,0.285,0.369,0.621,0.124,0.257
0.099,0.362,0.729,0.458,0.123,0.403
0.134,0.306,0.427,0.187,0.124,1.074
0.113,0.763,0.4,0.175,0.24,1.136
0.114,0.261,0.831,0.492,0.491,1.139
0.15,0.254,0.955,0.639,0.156,0.997
0.12,0.25,0.382,0.619,0.131,0.465
0.111,0.241,0.378,0.652,0.129,0.377
0.22,0.236,0.347,0.699,0.38,0.368
0.277,0.204,0.375,0.675,0.364,0.373
0.173,0.175,0.243,0.517,0.219,0.267
0.173,0.154,0.251,0.117,0.209,0.061
0.194,0.129,0.304,0.068,0.308,0.054
0.203,0.117,0.152,0.088,0.202,0.082
0.175,0.116,0.409,0.152,0.17,0.072
0.19,0.114,0.256,0.128,0.138,0.048
0.17,0.115,0.175,0.074,0.13,0.071
0.277,0.114,0.15,0.068,0.123,0.077
0.136,0.113,0.177,0.067,0.124,0.052
0.1,0.108,0.164,0.072,0.141,0.057
0.088,0.108,0.149,0.158,0.16,0.071
0.113,0.067,0.155,0.14,0.161,0.073
0.134,0.067,0.154,0.069,0.161,0.052
0.113,0.096,0.128,0.064,0.159,0.056
0.123,0.114,0.159,0.066,0.161,0.083
0.152,0.367,0.138,0.079,0.162,0.104
0.266,0.3,0.156,0.16,0.165,0.203
0.204,0.196,0.147,0.135,0.162,0.323
0.639,0.107,0.142,0.113,0.161,0.281
0.39,0.078,0.232,0.114,0.191,0.371
0.284,0.102,0.503,0.141,0.164,0.679
0.193,0.118,0.426,0.193,0.158,0.373
0.095,0.115,0.251,0.145,0.158,0.293
0.114,0.1,0.533,0.069,0.158,0.188
0.161,0.07,0.272,0.071,0.157,0.31
0.116,0.066,0.619,0.063,0.158,0.202
0.097,0.105,0.333,0.061,0.158,0.231
0.128,0.109,0.31,0.159,0.161,0.555
0.087,0.108,0.375,0.142,0.218,0.26
0.08,0.107,0.263,0.061,0.172,0.424
0.123,0.108,0.317,0.071,0.173,0.243
0.091,0.085,0.314,0.193,0.157,0.194
0.081,0.067,0.343,0.132,0.13,0.282
0.115,0.07,0.359,0.32,0.131,0.234
0.099,0.111,0.671,0.692,0.137,0.198
0.08,0.11,0.371,0.601,0.129,0.203
0.107,0.33,0.383,0.607,0.132,0.339
0.105,0.322,0.297,0.691,0.228,0.305
0.081,0.24,1.187,0.598,0.224,0.078
0.099,0.288,0.889,0.359,0.225,0.117
0.134,0.252,0.38,0.189,0.225,0.958
0.114,0.266,0.3,0.104,0.27,1.116
0.253,0.382,0.32,0.098,0.279,0.377
0.154,0.25,0.326,0.391,0.135,0.424
0.231,0.253,0.317,0.181,0.32,0.392
0.229,0.252,0.424,0.781,0.695,0.36
0.126,0.255,0.307,0.724,0.665,0.387
0.152,0.232,0.286,0.632,0.343,0.304
0.113,0.211,0.179,0.343,0.346,0.317
0.237,0.215,0.149,0.206,0.424,0.15
0.283,0.257,0.15,0.069,0.374,0.141
0.168,0.254,0.235,0.066,0.309,0.074
0.084,0.251,0.174,0.15,0.313,0.079
0.126,0.247,0.154,0.144,0.31,0.05
0.094,0.373,0.143,0.1,0.369,0.064
0.082,0.147,0.161,0.063,0.303,0.078
0.104,0.12,0.127,0.066,0.304,0.057
0.107,0.113,0.174,0.072,0.28,0.053
0.083,0.122,0.137,0.103,0.122,0.078
0.095,0.119,0.157,0.152,0.128,0.063
0.133,0.116,0.148,0.095,0.122,0.047
0.109,0.115,0.131,0.064,0.127,0.077
0.119,0.173,0.164,0.068,0.125,0.072
0.259,0.225,0.144,0.068,0.122,0.082
0.125,0.286,0.161,0.064,0.12,0.11
0.095,0.188,0.129,0.134,0.119,0.25
0.168,0.17,0.183,0.14,0.125,0.223
0.296,0.199,0.778,0.209,0.157,0.29
0.137,0.188,0.503,0.118,0.135,0.179
0.195,0.143,0.349,0.139,0.199,0.273
0.112,0.142,0.579,0.06,0.332,0.751
0.081,0.161,0.837,0.07,0.165,0.395
0.093,0.182,0.798,0.139,0.178,0.238
0.106,0.183,0.536,0.109,0.136,0.323
0.095,0.178,0.356,0.065,0.128,0.343
0.119,0.178,0.322,0.059,0.129,0.323
0.137,0.176,0.693,0.057,0.128,0.309
0.153,0.139,0.332,0.058,0.13,0.47
0.156,0.139,0.287,0.122,0.134,0.237
0.174,0.166,0.415,0.154,0.157,0.26
0.169,0.331,0.377,0.332,0.131,0.23
0.152,0.132,0.311,0.601,0.151,0.342
0.182,0.116,0.694,0.586,0.447,0.229
0.104,0.208,0.577,0.404,0.238,0.131
0.082,0.245,0.455,0.114,0.129,0.351
0.11,0.244,0.313,0.141,0.136,0.099
0.1,0.314,0.577,0.211,0.18,0.117
0.081,0.377,0.604,0.36,0.13,0.124
0.119,0.275,0.414,0.636,0.127,0.347
0.157,0.263,0.356,0.461,0.156,0.474
0.216,0.679,0.376,0.11,0.125,0.449
0.164,0.292,0.353,0.109,0.125,0.361
0.242,0.255,0.445,0.309,0.133,0.369
0.239,0.254,0.375,0.529,0.131,0.528
0.217,0.244,0.328,0.616,0.328,0.459
0.21,0.235,0.325,0.629,0.358,0.323
0.308,0.2,0.326,0.439,0.348,0.338
0.151,0.204,0.31,0.135,0.45,0.182
0.216,0.238,0.177,0.106,0.346,0.163
0.13,0.245,0.152,0.15,0.123,0.119
0.088,0.246,0.148,0.09,0.12,0.141
0.114,0.245,0.156,0.064,0.121,0.119
0.107,0.25,0.155,0.064,0.121,0.089
0.083,0.214,0.148,0.071,0.121,0.083
0.1,0.225,0.131,0.07,0.121,0.055
0.121,0.189,0.17,0.152,0.122,0.087
0.085,0.151,0.13,0.119,0.128,0.076
0.096,0.118,0.162,0.063,0.126,0.055
0.138,0.119,0.134,0.063,0.123,0.087
0.114,0.115,0.138,0.129,0.12,0.068
0.115,0.15,0.162,0.1,0.121,0.091
0.143,0.218,0.12,0.119,0.12,0.121
0.127,0.426,0.212,0.145,0.121,0.099
0.259,0.73,0.117,0.07,0.119,0.118
0.167,0.227,0.417,0.062,0.119,0.169
0.6,0.873,0.839,0.063,0.145,0.161
0.406,0.974,0.332,0.067,0.118,0.164
0.217,0.971,0.468,0.213,0.118,0.259
0.166,0.45,0.493,0.142,0.126,0.214
0.098,0.113,0.391,0.105,0.139,0.216
0.124,0.111,0.431,0.06,0.274,0.356
0.109,0.109,0.422,0.062,0.375,0.242
0.091,0.132,0.31,0.065,0.385,0.571
0.096,0.117,0.308,0.066,0.402,0.241
0.113,0.079,0.453,0.11,0.213,0.309
0.093,0.074,0.306,0.141,0.233,0.329
0.094,0.097,0.293,0.072,0.383,0.29
0.097,0.118,0.389,0.061,0.401,0.301
0.108,0.11,0.318,0.368,0.416,0.309
0.084,0.287,0.234,0.603,0.401,0.197
0.097,0.246,0.233,0.616,0.317,0.2
0.114,0.347,0.209,0.661,0.313,0.205
0.08,0.28,0.255,0.925,0.33,0.382
0.096,0.305,0.436,1.278,0.45,0.331
0.116,0.389,0.867,0.719,0.484,0.115
0.078,0.325,0.633,0.216,0.45,0.172
0.116,0.233,0.341,0.186,0.467,0.357
0.141,0.374,0.339,0.239,1.152,0.371
0.109,0.265,0.35,0.259,0.993,0.439
0.261,0.263,0.517,0.184,0.659,0.377
0.174,0.257,0.362,0.141,0.469,0.333
0.212,0.262,0.384,0.147,0.428,0.358
0.156,0.261,0.361,0.146,0.475,0.366
0.197,0.359,0.454,0.164,0.528,0.375
0.147,0.258,0.342,0.325,0.583,0.197
0.109,0.253,0.341,0.31,0.778,0.106
0.225,0.252,0.345,0.12,0.618,0.131
0.159,0.185,0.157,0.08,0.472,0.092
0.107,0.13,0.165,0.08,0.435,0.173
0.102,0.127,0.155,0.073,0.426,0.137
0.117,0.122,0.165,0.073,0.495,0.107
0.103,0.095,0.153,0.116,0.407,0.105
0.102,0.075,0.158,0.159,0.4,0.059
0.088,0.078,0.169,0.13,0.399,0.069
0.129,0.121,0.143,0.078,0.352,0.082
0.097,0.117,0.149,0.072,0.216,0.052
0.102,0.11,0.171,0.071,0.126,0.06
0.159,0.109,0.134,0.071,0.131,0.08
0.132,0.114,0.172,0.072,0.13,0.087
0.111,0.21,0.152,0.124,0.128,0.091
0.109,0.416,0.179,0.158,0.123,0.115
0.27,0.28,0.213,0.108,0.121,0.16
0.26,0.217,0.536,0.067,0.119,0.144
0.43,0.254,0.815,0.069,0.152,0.308
0.238,0.161,0.416,0.218,0.132,0.354
0.119,0.112,0.572,0.103,0.127,0.323
0.09,0.11,0.351,0.158,0.125,0.295
0.109,0.108,0.507,0.148,0.123,0.196
0.087,0.107,0.313,0.071,0.131,0.243
0.093,0.087,0.277,0.065,0.233,0.345
0.108,0.077,0.265,0.071,0.219,0.304
0.124,0.1,0.209,0.073,0.209,0.242
0.107,0.119,0.249,0.07,0.22,0.239
0.097,0.114,0.214,0.089,0.182,0.31
0.127,0.114,0.224,0.231,0.133,0.335
0.087,0.114,0.241,0.152,0.135,0.326
0.085,0.108,0.424,0.074,0.138,0.231
0.113,0.108,0.379,0.071,0.136,0.589
0.096,0.108,1.01,0.067,0.145,0.681
0.087,0.101,1.017,0.067,0.131,0.326
0.1,0.103,0.229,0.071,0.131,0.311
0.095,0.239,0.282,0.247,0.13,0.22
0.095,0.339,0.977,0.165,0.131,0.23
0.096,0.253,0.823,0.195,0.235,0.331
0.12,0.313,0.696,0.416,0.33,0.333
0.111,0.398,0.698,0.605,0.632,0.354
0.123,0.313,0.553,0.707,0.707,0.547
0.148,0.224,0.697,0.731,0.652,0.326
0.144,0.244,0.633,0.651,0.639,0.366
0.311,0.263,0.464,0.76,0.445,0.332
0.25,0.261,0.367,0.723,0.149,0.337
0.23,0.26,0.43,0.782,0.149,0.336
0.12,0.256,0.357,0.588,0.167,0.147
0.183,0.254,0.324,0.073,0.487,0.082
0.247,0.354,0.338,0.072,0.425,0.084
0.157,0.214,0.314,0.063,0.323,0.129
0.272,0.153,0.178,0.065,0.339,0.065
0.212,0.159,0.146,0.149,0.288,0.099
0.179,0.121,0.139,0.142,0.261,0.098
0.165,0.121,0.174,0.07,0.319,0.142
0.231,0.118,0.133,0.067,0.292,0.102
0.142,0.116,0.175,0.065,0.121,0.064
0.162,0.114,0.129,0.064,0.122,0.075
0.185,0.115,0.173,0.064,0.122,0.066
0.099,0.115,0.133,0.132,0.128,0.043
0.121,0.071,0.142,0.154,0.127,0.073
